Name,Size,Type,CR,URL,Font,Author,AC,HP,Speeds,Align.,STR,DEX,CON,INT,WIS,CHA,Sav. Throws,Skills,WRI,Senses,Languages,Additional,average_damage,attack_modifier,has_legendary_action,legendary_action_damage,has_flight,resistance_count,immunity_count,weakness_count,save_dc,is_spellcaster,regeneration_per_round,multiattack_count,ability_count,ability_cr_weight,recharge_damage,limited_use_damage,bonus_action_damage
Retriever,Large,Construct,14.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,19,210,"40, climb 40",LE,22,16,20,3,11,4,"DEX, CON, WIS","Perception, Stealth","Necroticimmu, poisonimmu, nonmagicalimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu","Blindsight 30, darkvision 60","Abyssal, Elvish, Undercommon","Faultless Tracker, Innate Spellcasting",,,,,,,,,,,,,,,,,
"Demon, Nabassu",Medium,Fiend (Demon),15.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,18,190,"40, fly 60",CE,22,14,21,14,15,17,"STR, DEX",Perception,"Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Darkvision 60,"Abyssal, telepathy 120","Demonic Shadows, Devour Soul, Magic Resistance, Magic Weapons",,,,,,,,,,,,,,,,,
"Devil, Abishai, Green",Medium,Fiend (Devil),15.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,18,187,"30, fly 40",LE,12,17,16,17,12,19,"INT, CHA","Deception, Insight, Perception, Persuasion","Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonedimmu",Darkvision 120,"Draconic, Infernal, telepathy 120","Devil's Sight, Innate Spellcasting, Magic Resistance, Magic Weapons",,,,,,,,,,,,,,,,,
"Dragon, Chromatic, Green, Adult",Huge,Dragon,15.00,,Monster Manual,Wizards of the Coast,19,207,"40, 80 fly, swim 40",LE,23,12,21,18,15,17,"DEX, CON, WIS, CHA","Deception, Insight, Perception, Persuasion, Stealth","Poisonimmu, poisonedimmu","Blindsight 60, darkvision 120","Common, Draconic","Amphibious, Legendary Resistance, Legendary, Lair",,,,,,,,,,,,,,,,,
"Dragon, Metallic, Bronze, Adult",Huge,Dragon,15.00,,Monster Manual,Wizards of the Coast,19,212,"40, 80 fly, swim 40",LG,25,10,23,16,15,19,"DEX, CON, WIS, CHA","Insight, Perception, Stealth",Lightningimmu,"Blindsight 60, darkvision 120","Common, Draconic","Amphibious, Legendary Resistance, Legendary, Lair",,,,,,,,,,,,,,,,,
Mummy Lord,Medium,Undead,15.00,,Monster Manual,Wizards of the Coast,17,97,20,LE,18,10,17,11,18,16,"CON, INT, WIS, CHA","History, Religion","Fireweak, necroticimmu, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Darkvision 60,Any,"Magic Resistance, Rejuvenation, Normal Spellcasting, Legendary, Lair",,,,,,,,,,,,,,,,,
Purple Worm,Gargantuan,Monstrosity,15.00,,Monster Manual,Wizards of the Coast,18,247,"50, burrow 30",U,28,7,22,1,8,4,"CON, WIS",None,None,"Blindsight 30, tremorsense 60",None,Tunneler,,,,,,,,,,,,,,,,,
Skull Lord,Medium,Undead,15.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,18,105,30,LE,14,16,17,16,15,21,None,"Athletics, History, Perception, Stealth","Coldres, necroticres, nonmagicalres, poisonimmu, blindedimmu, charmedimmu, deafenedimmu, exhuastionimmu, frightenedimmu, poisonedimmu, stunnedimmu, unconsciousimmu","Legendary Resistance, Master of the Grave, Evasion, Normal Spellcasting",Any,"Legendary Resistance, Master of the Grave, Evasion, Normal Spellcasting",,,,,,,,,,,,,,,,,
"Angel, Planetar",Large,Celestial,16.00,,Monster Manual,Wizards of the Coast,19,200,"40, 120 fly",LG,24,20,24,19,22,25,"CON, WIS, CHA",Perception,"Radiantres, nonmagicalres, charmedimmu, exhaustionimmu, frightenedimmu",Truesight 120,"All, telepathy 120","Angelic Weapons, Divine Awareness, Innate Spellcasting, Magic Resistance",,,,,,,,,,,,,,,,,
"Demon, Marilith",Large,Fiend (Demon),16.00,,Monster Manual,Wizards of the Coast,18,189,40,CE,18,20,20,18,16,20,"STR, CON, WIS, CHA",None,"Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Truesight 120,"Abyssal, telepathy 120","Magic Resistance, Magic Weapons, Reactive",,,,,,,,,,,,,,,,,
"Devil, Arch, Titivilus",Medium,Fiend (Devil),16.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,20,127,"40, fly 60",LE,19,22,17,24,22,26,"DEX, CON, WIS, CHA","Deception, Insight, Intimidation, Persuasion","Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, charmedimmmu, exhaustionimmu, frightenedimmu, poisonedimmu",Darkvision 120,"All, telepathy 120","Innate Spellcasting, Legendary, Lair, Magic Resistance, Magic Weapons, Regeneration, Ventriloquism",,,,,,,,,,,,,,,,,
"Devil, Hellfire Engine",Huge,Construct,16.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,18,216,40,LE,20,16,24,2,10,1,"DEX, WIS, CHA",None,"Coldres, psychicres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu, unconsciousimmu",Darkvision 120,Infernal,"Immutable Form, Magic Resistance",,,,,,,,,,,,,,,,,
"Dragon, Chromatic, Blue, Adult",Huge,Dragon,16.00,,Monster Manual,Wizards of the Coast,19,225,"40, 40 burrow, 80 fly",LE,25,10,23,16,15,19,"DEX, CON, WIS, CHA","Perception, Stealth",Lightningimmu,"Blindsight 60, darkvision 120","Common, Draconic","Legendary, Legendary Resistance, Lair",,,,,,,,,,,,,,,,,
"Dragon, Metallic, Silver, Adult",Huge,Dragon,16.00,,Monster Manual,Wizards of the Coast,19,243,"40, fly 80",LG,27,10,25,16,13,21,"DEX, CON, WIS, CHA","Arcana, History, Perception, Stealth",Coldimmu,"Blindsight 60, darkvision 120","Common, Draconic","Legendary Resistance, Legendary, Lair",,,,,,,,,,,,,,,,,
"Elder Elemental, Phoenix",Gargantuan,Elemental,16.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,18,175,"20, fly 120",N,19,26,25,2,21,18,"WIS, CHA",None,"Nonmagicalres, fireimmu, poisonimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu, stunnedimmu",Darkvision 60,None,"Fiery Death and Rebirth, Fire Form, Flyby, Illumination, Legendary, Siege Monster",,,,,,,,,,,,,,,,,
"Giant, Storm, Quintessent",Huge,"Giant (Giant, Storm)",16.00,,Volo's Guide to Monsters,Wizards of the Coast,12,230,"50, fly 50, swim 50",CG,29,14,20,17,20,19,"STR, CON, WIS, CHA","Arcana, History, Perception","Coldres, nonmagicalres, lightningimmu, thunderimmu",Truesight 60,"Common, Giant","Amphibious, Legendary",,,,,,,,,,,,,,,,,
Githzerai Anarch,Medium,Humanoid (Gith),16.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,20,144,30,LN,16,21,18,18,20,14,"STR, DEX, INT, WIS","Arcana, Insight, Perception",None,Normal,Own,"Innate Spellcasting (Psionics), Psychic Defense, Lair, Legendary",,,,,,,,,,,,,,,,,
"Golem, Iron",Large,Construct,16.00,,Monster Manual,Wizards of the Coast,20,210,30,U,24,9,20,3,11,1,None,None,"Fireimmu, poisonimmu, psychicimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 120,Creator,"Fire Absorption, Immutable Form, Magic Resistance, Magic Weapons",,,,,,,,,,,,,,,,,
Star Spawn Larva Mage,Medium,Aberration,16.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,16,168,30,CE,17,12,23,18,12,16,"DEX, WIS, CHA",Perception,"Coldres, nonmagicalres, psychicimmu, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, restrainedimmu",Darkvision 60,Deep Speech,"Innate Spellcasting, Return to Worms, Legendary",,,,,,,,,,,,,,,,,
Steel Predator,Large,Construct,16.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,20,207,40,LE,24,17,22,4,14,6,None,"Perception, Stealth, Survival","Coldres, lightningres, necroticres, thunderres, poisonimmu, psychicimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, stunnedimmu","Blindsight 30, darkvision 60","Modron, Any","Innate Spellcasting, Magic Resistance, Magic Weapons",,,,,,,,,,,,,,,,,
Death Knight,Medium,Undead,17.00,,Monster Manual,Wizards of the Coast,20,180,30,CE,20,11,20,12,16,18,"DEX, WIS, CHA",None,"Necroticimmu, poisonimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Darkvision 120,"Abyssal, Common","Magic Resistance, Marshal Undead, Spellcasting",,,,,,,,,,,,,,,,,
"Demon, Goristro",Huge,Fiend (Demon),17.00,,Monster Manual,Wizards of the Coast,19,310,40,CE,25,11,25,6,13,14,"STR, DEX, CON, WIS",Perception,"Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Darkvision 120,Abyssal,"Charge, Labyrinthine Recall, Magic Resistance, Siege",,,,,,,,,,,,,,,,,
"Devil, Abishai, Blue",Medium,Fiend (Devil),17.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,19,195,"30, fly 50",LE,15,14,17,22,23,18,"INT, WIS",Arcana,"Coldres, nonmagicalres, nonsilveredres, fireimmu, lightiningimmu, poisonimmu, poisonedimmu",Darkvision 120,"Draconic, Infernal, telepathy 120","Devil's Sight, Magic Resistance, Magic Weapons, Normal Spellcasting",,,,,,,,,,,,,,,,,
"Dragon, Chromatic, Red, Adult",Huge,Dragon,17.00,http://dndroll.wikidot.com/creatures:adult-red-dragon,Monster Manual,Wizards of the Coast,19,256,"40, climb 40, fly 80",CE,27,10,25,16,13,21,"DEX, CON, WIS, CHA","Perception, Stealth",Fireimmu,"Blindsight 60, darkvision 120","Common, Draconic","Legendary Resistance, Legendary, Lair",,,,,,,,,,,,,,,,,
"Dragon, Metallic, Gold, Adult",Huge,Dragon,17.00,,Monster Manual,Wizards of the Coast,19,256,"40, fly 80, swim 40",LG,27,14,25,16,15,24,"DEX, CON, WIS, CHA","Insight, Perception, Persuasion, Stealth",Fireimmu,"Blindsight 60, darkvision 120","Common, Draconic","Amphibious, Legendary Resistance, Legendary, Lair",,,,,,,,,,,,,,,,,
"Dragon, Turtle",Gargantuan,Dragon,17.00,,Monster Manual,Wizards of the Coast,20,341,"20, swim 40",N,25,10,20,10,12,12,"DEX, CON, WIS",None,Fireres,Darkvision 120,"Aquan, Draconic",Amphibious,,,,,,,,,,,,,,,,,
Nagpa,Medium,Humanoid (Nagpa),17.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,19,187,30,NE,9,15,12,23,18,21,"INT, WIS, CHA","Arcana, Deception, History, Insight, Perception",None,Truesight 120,"Common, Any","Corruption, Paralysis, Normal Spellcasting",,,,,,,,,,,,,,,,,
"Sphinx, Andro",Large,Monstrosity,17.00,,Monster Manual,Wizards of the Coast,17,199,"40, fly 60",LN,22,10,20,16,18,23,"DEX, CON, INT, WIS","Arcana, Perception, Religion","Psychicimmu, nonmagicalimmu, charmedimmu, frightenedimmu",Truesight 120,"Common, Own","Inscrutable, Magic Weapons, Normal Spellcasting, Lair, Legendary",,,,,,,,,,,,,,,,,
Demilich,Tiny,Undead,18.00,,Monster Manual,Wizards of the Coast,20,80,fly 30,NE,1,20,10,20,17,20,"CON, INT, WIS, CHA",None,"Magicalres, necroticimmu, poisonimmu, psychicimmu, nonmagicalimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, stunnedimmu",Truesight 120,None,"Avoidance, Legendary Resistance, Turn Immunity, Legendary, Lair",,,,,,,,,,,,,,,,,
"Demon, Sibriex",Huge,Fiend (Demon),18.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,19,150,fly 20,CE,10,3,23,25,24,25,"INT, CHA","Arcana, History, Perception","Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Truesight 120,"All, telepathy 120","Contamination, Innate Spellcasting, Legendary, Magic Resistance",,,,,,,,,,,,,,,,,
"Devil, Amnizu",Medium,Fiend (Devil),18.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,21,202,"30, fly 40",LE,11,13,16,20,12,18,"DEX, CON, WIS, CHA",Perception,"COldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, charmedimmu, poisonedimmu",Darkvision 120,"Common, Infernal, telepathy 1000","Devil's Sight, Innate Spellcasting, Magic Resistance",,,,,,,,,,,,,,,,,
Drow Favored Consort,Medium,Humanoid (Elf),18.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,15,225,30,NE,15,20,16,18,15,18,"DEX, CON, CHA","Acrobatics, Athletics, Perception, Stealth",None,Darkvision 120,"Elvish, Undercommon","Fey Ancestry, Innate Spellcasting, Normal Spellcasting, Sunlight Sensitivity, War Magic",,,,,,,,,,,,,,,,,
"Prince of Apocalypse, Olhydra",Huge,Elemental,18.00,,Princes of the Apocalypse,Wizards of the Coast,18,324,"50, swim 100",NE,21,22,24,17,18,23,"STR, CON, WIS",None,"Lightningres, nonmagicalres, acidimmu, coldimmu, poisonimmu, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Blindsight 120,Aquan,"Empowered Attacks, Innate Spellcasting, Legendary Resistance, Water Form, Lair",,,,,,,,,,,,,,,,,
"Prince of Apocalypse, Yan-C-BIn",Huge,Elemental,18.00,,Princes of the Apocalypse,Wizards of the Coast,22,283,"50, fly 150",NE,18,24,24,16,21,23,"DEX, WIS, CHA",None,"Coldres, fireres, nonmagicalres, lightningimmu, poisonimmu, thunderimmu, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Blindsight 120,Auran,"Air Form, Empowered Attacks, Innate Spellcasting, Legendary Resistance, Magic Resistance, Lair",,,,,,,,,,,,,,,,,
"Demon, Balor",Huge,Fiend (Demon),19.00,,Monster Manual,Wizards of the Coast,19,262,"40, 80 fly",CE,26,15,22,20,16,22,"STR, CON, WIS, CHA",None,"coldres, lightningres, nonmagicalres, fireimmu, poisonimmu, poisonedimmu",Truesight 120,"Abyssal, telepathy 120","Death Throes, Fire Aura, Magic Resistance, Magic Weapons",,,,,,,,,,,,,,,,,
"Devil, Abishai, Red",Medium,Fiend (Devil),19.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,22,255,"30, fly 50",LE,23,16,19,14,15,19,"STR, CON, WIS","Intimidation, Perception","COldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Draconic, Infernal, telepathy 120","Devil's SIght, Magic Resistance, Magic Weapons",,,,,,,,,,,,,,,,,
"Devil, Arch, Bael",Large,Fiend (Devil),19.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,18,189,30,LE,24,17,20,21,24,24,"DEX, CON, INT, CHA","Intimidation, Perception, Persuasion","Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Truesight 120,"All, telepathy 120","Dreadful, Innate Spellcasting, Legendary Resistance, Magic Resistance, Magic Weapons, Regeneration, Lair",,,,,,,,,,,,,,,,,
"Prince of Apocalypse, Imix",Huge,Elemental,19.00,,Princes of the Apocalypse,Wizards of the Coast,17,325,"50, fly 50",NE,19,24,22,15,16,23,"DEX, CON, CHA",None,"Nonmagicalres, fireimmu, poisonimmu, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Blindsight 120,"Common, Ignan","Empowered Attacks, Fire Aura, Fire Form, Illumination, Legendary Resistance, Innate Spellcasting, Magic Resistance, Lair",,,,,,,,,,,,,,,,,
"Devil, Pit Fiend",Large,Fiend (Devil),20.00,,Monster Manual,Wizards of the Coast,19,300,"30, fly 60",LE,26,14,24,22,18,24,"DEX, CON, WIS",None,"Coldres, nonmagicalres, nonsilveredres, fireres, poisonres, poisonedres",Truesight 120,"Infernal, telepathy 120","Fear Aura, Magic Resistance, Magic Weapon, Innate Spellcasting",,,,,,,,,,,,,,,,,
"Dragon, Chromatic, White, Ancient",Gargantuan,Dragon,20.00,,Monster Manual,Wizards of the Coast,20,333,"40, burrow 40, fly 80, swim 40",CE,26,10,26,10,13,14,"DEX, CON, WIS, CHA","Perception, Stealth",Coldimmu,"Blindsight 60, darkvision 120","Common, Draconic","Ice Walk, Legendary Resistance, Legendary, Lair",,,,,,,,,,,,,,,,,
"Dragon, Metallic, Brass, Ancient",Gargantuan,Dragon,20.00,,Monster Manual,Wizards of the Coast,20,297,"40, burrow 40, fly 80",CG,27,10,25,16,15,19,"DEX, CON, WIS, CHA","History, Perception, Persuasion, Stealth",Fireimmu,"Blindsight 60, darkvision 120,","Common, Draconic","Legendary, Legendary Resistance, Lair",,,,,,,,,,,,,,,,,
Drow Matron Mother,Medium,Humanoid (Elf),20.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,17,262,30,NE,12,18,16,17,21,22,"CON, WIS, CHA","Insight, Perception, Religion, Stealth","Charmedimmu, frightenedimmu, poisonedimmu",Darkvision 120,"Elvish, Undercommon","Fey Ancestry, Innate Spellcasting, Lolth's Fickle Favor, Magic Resistance, Normal Spellcasting, Sunlight Sensitivity",,,,,,,,,,,,,,,,,
"Elder Elemental, Leviathan",Gargantuan,Elemental,20.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,17,328,"40, swim 120",N,30,24,30,2,18,17,"WIS, CHA",None,"Nonmagicalres, acidimmu, poisonimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu, stunnedimmu",Darkvision 60,None,"Legendary, Partial Freeze, Siege Monster, Water Form",,,,,,,,,,,,,,,,,
Nightwalker,Huge,Undead,20.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,14,297,"40, fly 40",CE,22,19,24,6,9,8,CON,None,"Acidres, coldres, fireres, lightningres, thunderres, nonmagicalres, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 120,None,"Annihilating Aura, Life Eater",,,,,,,,,,,,,,,,,
"Prince of Apocalypse, Ogremoch",Gargantuan,Elemental,20.00,,Princes of the Apocalypse,Wizards of the Coast,20,526,"50, burrow 50",NE,26,11,28,11,15,22,"STR, CON, WIS",None,"Nonmagicalres, poisonimmu, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu","Blindsight 120, tremorsense 120","Common, Terran","Empowered Attacks, Innate Spellcasting, Legendary Resistance, Magic Resistance, Siege Monster, Lair",,,,,,,,,,,,,,,,,
"Angel, Solar",Large,Celestial,21.00,,Monster Manual,Wizards of the Coast,21,243,"50, 150 fly",LG,26,22,26,25,25,30,"INT, WIS, CHA",Perception,"Radiantres, nonmagicalres, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonimmu",Truesight 120,"All, telepathy 120","Angelic Weapons, Divine Awareness, Innate Spellcasting, Magic Resistance, Legendary",,,,,,,,,,,,,,,,,
Astral Dreadnought,Gargantuan,Monstrosity,21.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,20,297,"15, fly 80",U,28,7,25,5,14,18,"DEX, WIS",Perception,"Nonmagicalres, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, stunnedimmu",Darkvision 120,None,"Antimagic Cone, Astral Entity, Demiplanar Donjon, Legendary, Magic Weapons, Sever Silver Cord",,,,,,,,,,,,,,,,,
"Demon, Molydeus",Huge,Fiend (Demon),21.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,19,216,40,CE,28,22,25,21,24,24,"STR, CON, WIS, CHA",Perception,"Coldres, fireres, lightningres, nonmagicalres, poisonimmu, blindedimmu, charmedimmu, deafenedimmu, frightenedimmu, poisonedimmu, stunnedimmu",Truesight 120,"Abyssal, telepathy 120","Innate Spellcasting, Legendary, Magic Resistance, Magic Weapons",,,,,,,,,,,,,,,,,
"Devil, Arch, Hutijin",Large,Fiend (Devil),21.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,19,200,"30, fly 60",LE,27,15,25,23,19,25,"DEX, CON, WIS","Intimidation, Perception","Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Truesight 120,"All, telepathy 120","Infernal Despair, Innate Spellcasting, Legendary, Magic Resistance, Lair, Magic Weapons, Regeneration",,,,,,,,,,,,,,,,,
"Devil, Arch, Moloch",Large,Fiend (Devil),21.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,19,253,30,LE,26,19,22,21,18,23,"DEX, CON, WIS, CHA","Deception, Intimidation, Perception","Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Darkvision 120,"All, telepathy 120","Innate Spellcasting, Legendary, Lair, Magic Resistance, Magic Weapons, Regeneration",,,,,,,,,,,,,,,,,
"Dragon, Chromatic, Black, Ancient",Gargantuan,Dragon,21.00,,Monster Manual,Wizards of the Coast,22,367,"40, 80 fly, swim 40",CE,27,14,25,16,15,19,"DEX, CON, WIS, CHA","Perception, Stealth",Acidimmu,"Blindsight 60, darkvision 120","Common, Draconic","Amphibious, Legendary Resistance, Legendary, Lair",,,,,,,,,,,,,,,,,
"Dragon, Metallic, Copper, Ancient",Gargantuan,Dragon,21.00,,Monster Manual,Wizards of the Coast,21,350,"40, climb 40, fly 80",CG,27,12,25,20,17,19,"DEX, CON, WIS, CHA","Deception, Perception, Stealth",Acidimmu,"Blindsight 60, darkvision 120","Common, Draconic","Legendary Resistance, Legendary, Lair",,,,,,,,,,,,,,,,,
Lich,Medium,Undead,21.00,,Monster Manual,Wizards of the Coast,17,135,30,ANY EVIL,11,16,16,20,14,16,"CON, INT, WIS","Arcana, History, Insight, Perception","Coldres, lightningres, necroticres, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Truesight 120,"Common, Any","Legendary, Rejuvenation, Normal Spellcasting, Turn Resistance, Lair",,,,,,,,,,,,,,,,,
"Devil, Arch, Geryon",Huge,Fiend (Devil),22.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,19,300,"30, fly 50",LE,29,17,22,19,16,23,"DEX, CON, WIS, CHA","Deception, Intimidation, Perception","Nonmagicalres, nonsilveredres, coldimmu, fireimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Truesight 120,"All, telepathy 120","Innate Spellcasting, Legendary, Lair, Magic Resistance, Magic Weapons, Regeneration",,,,,,,,,,,,,,,,,
"Dragon, Chromatic, Green, Ancient",Gargantuan,Dragon,22.00,,Monster Manual,Wizards of the Coast,21,385,"40, 80 fly, swim 40",LE,27,12,25,20,17,19,"DEX, CON, WIS, CHA","Deception, Insight, Perception, Persuasion, Stealth","Poisonimmu, poisonedimmu","Blindsight 60, darkvision 120","Common, Draconic","Amphibious, Legendary Resistance, Legendary, Lair",,,,,,,,,,,,,,,,,
"Dragon, Metallic, Bronze, Ancient",Gargantuan,Dragon,22.00,,Monster Manual,Wizards of the Coast,22,444,"40, fly 80, swim 40",LG,29,10,27,18,17,21,"DEX, CON, WIS, CHA","Insight, Perception, Stealth",Lightningimmu,"Blindsight 60, darkvision 120","Common, Draconic","Amphibious, Legendary Resistance, Legendary, Lair",,,,,,,,,,,,,,,,,
"Elder Elemental, Zaratan",Gargantuan,Elemental,22.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,21,307,"40, swim 40",N,30,10,30,2,21,18,"WIS, CHA",None,"Thunderweak, coldres, fireres, lightningres, nonmagicalres, poisonimmu, exhaustionimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, stunnedimmu","Darkvision 60, tremorsense 60",None,"Earth-Shaking Movement, Legendary, Magic Weapons, Siege Monster",,,,,,,,,,,,,,,,,
